GENE             CHR      START       STOP  NSNPS  NPARAM        N        ZSTAT            P
VPS37B            12  123349875  123380712      9       6  1740000      0.67736      0.24909
ABCB9             12  123405498  123451056      4       2  1740000       3.8149    6.812e-05
OGFOD2            12  123459354  123464588      6       3  1740000      0.56704      0.28534
ARL6IP4           12  123464607  123467460      6       3  1740000      0.56704      0.28534
PITPNM2           12  123468027  123635376      9       5  1740000       3.3963   0.00034158
MPHOSPH9          12  123640943  123717785      6       4  1740000     0.084187      0.46645
C12ORF65          12  123717844  123742651      1       1  1740000     -0.13982       0.5556
CDK2AP1           12  123745517  123756863      2       1  1740000       4.7885   8.3996e-07
SBNO1             12  123773656  123849756      4       2  1740000       3.6122   0.00015182
SETD8             12  123868704  123893900      2       1  1740000       4.9649   3.4375e-07
RILPL2            12  123899936  123921264      1       1  1740000       4.8543     6.04e-07
SNRNP35           12  123942191  123950941      4       2  1740000       1.0096      0.15635
RILPL1            12  123955909  124018265      5       3  1740000        1.448     0.073804
TMED2             12  124069076  124082688      1       1  1740000      0.63474       0.2628
DDX55             12  124086650  124105482      4       2  1740000       1.4937     0.067631
EIF2B1            12  124105570  124118323      2       1  1740000       1.8655     0.031058
TCTN2             12  124155660  124192950      2       1  1740000      0.66887      0.25179
ATP6V0A2          12  124196865  124246302      6       4  1740000      0.47402      0.31774
DNAH10            12  124246786  124420267     54      33  1740000   -0.0057863      0.50231
CCDC92            12  124420955  124457373     11       7  1740000       1.9994     0.022785
ZNF664            12  124457699  124499986      5       3  1740000       1.5284      0.06321
ZNF664-FAM101A    12  124457762  124800570     10       5  1740000      0.91796      0.17932
FAM101A           12  124773710  124800570      4       2  1740000     -0.03362      0.51341
NCOR2             12  124808957  125052079     19      12  1740000       2.5634    0.0051828
SCARB1            12  125262174  125348519      7       4  1740000     -0.29362      0.61548
UBC               12  125396192  125399587      1       1  1740000      -1.6127       0.9466
DHX37             12  125431370  125473667     10       6  1740000      -1.9714      0.97566
AACS              12  125549925  125627879      1       1  1740000     -0.33106       0.6297
TMEM132B          12  125811162  126146915      3       2  1740000     -0.82347      0.79488
TMEM132C          12  128751948  129192460     18      12  1740000      0.73157      0.23222
SLC15A4           12  129277739  129308541      6       3  1740000    -0.093054      0.53707
GLT1D1            12  129337985  129469513      3       2  1740000      -1.3884      0.91749
TMEM132D          12  129556271  130388212     20      15  1740000      -1.4103      0.92078
PIWIL1            12  130822433  130856877      2       1  1740000     -0.81596      0.79274
RIMBP2            12  130880681  131200828     10       6  1740000       -1.012      0.84423
STX2              12  131274145  131323819      5       3  1740000      -1.1436       0.8736
ADGRD1            12  131438452  131626010     15      10  1740000     -0.74307      0.77128
SFSWAP            12  132195632  132284283      8       6  1740000      0.40441      0.34295
MMP17             12  132312941  132336316     10       6  1740000     -0.56133      0.71271
ULK1              12  132379279  132407707     14      10  1740000     -0.51883      0.69806
PUS1              12  132413745  132428406      4       2  1740000       1.0185      0.15421
EP400             12  132434465  132565011     20      13  1740000      0.16558      0.43425
DDX51             12  132621139  132628880     16      11  1740000       1.0134      0.15544
NOC4L             12  132628993  132636986     16      11  1740000       1.0134      0.15544
MUC8              12  133049334  133050840      1       1  1740000      0.71826       0.2363
FBRSL1            12  133067041  133161774      6       3  1740000     -0.87023      0.80791
P2RX2             12  133195393  133198972      8       5  1740000     -0.72038      0.76435
POLE              12  133200344  133264050     22      15  1740000     -0.15838      0.56292
PXMP2             12  133264192  133281577      4       2  1740000      0.21237      0.41591
PGAM5             12  133287393  133299323      8       5  1740000     -0.24146       0.5954
ANKLE2            12  133302254  133338451      9       6  1740000      -1.2065      0.88618
GOLGA3            12  133345495  133405659     15      10  1740000      0.52383       0.3002
CHFR              12  133416937  133481459      2       1  1740000      0.46862      0.31967
ZNF605            12  133498019  133532908      1       1  1740000      0.80885       0.2093
ZNF140            12  133657005  133685566      1       1  1740000      -1.0463       0.8523
ZNF10             12  133707214  133736051      2       1  1740000     -0.57375      0.71693
ZNF268            12  133757995  133783698      8       4  1740000       2.5526    0.0053467
ANHX              12  133794898  133812422      2       1  1740000    0.0062964      0.49749
TUBA3C            13   19747910   19755992      1       1  1740000     -0.52699       0.7009
TPTE2             13   19997017   20135714      1       1  1740000     -0.55426       0.7103
MPHOSPH8          13   20207787   20247599      1       1  1740000        1.216        0.112
ZMYM5             13   20397621   20437776      7       3  1740000     -0.20818      0.58246
ZMYM2             13   20531708   20665968      1       1  1740000      -0.1932       0.5766
GJB2              13   20761602   20768605      6       4  1740000      0.52408      0.30011
GJB6              13   20796101   20806534      2       1  1740000       1.2768      0.10083
IFT88             13   21140585   21265576      5       3  1740000       1.5566     0.059778
IL17D             13   21276222   21297239      2       1  1740000      0.52922      0.29833
N6AMT2            13   21302036   21348095      2       1  1740000      0.52922      0.29833
XPO4              13   21351468   21476913      5       3  1740000      0.82058      0.20594
LATS2             13   21547175   21635722      7       5  1740000       1.6031     0.054459
SAP18             13   21714653   21723224      5       3  1740000      0.66709      0.25236
SKA3              13   21727734   21750741      8       5  1740000     -0.50115      0.69187
MRPL57            13   21750372   21753223      5       3  1740000      -1.0613      0.85573
ZDHHC20           13   21946710   22033508      3       2  1740000      0.18695      0.42585
MICU2             13   22066828   22178355      2       1  1740000      -1.0072      0.84308
FGF9              13   22245215   22278640      1       1  1740000      0.37993        0.352
SGCG              13   23755060   23899304     13       9  1740000     -0.57641      0.71783
